start,count
"(729, 301, 2012)","(60, 32, 64)"
"(1451, 305, 1740)","(32, 82, 47)"
"(1105, 48, 1122)","(33, 46, 82)"
"(498, 403, 2118)","(42, 67, 44)"
"(760, 371, 233)","(33, 60, 63)"
"(1066, 640, 1340)","(61, 30, 68)"
"(1374, 391, 1404)","(72, 50, 34)"
"(624, 499, 1582)","(87, 23, 61)"
"(1766, 613, 775)","(54, 66, 35)"
"(659, 122, 2224)","(81, 27, 57)"
"(203, 505, 2151)","(79, 69, 23)"
"(491, 433, 2130)","(38, 53, 62)"
"(881, 521, 1110)","(50, 39, 63)"
"(1022, 242, 969)","(58, 37, 58)"
"(1559, 166, 2217)","(49, 59, 43)"
"(1108, 395, 9)","(30, 73, 57)"
"(224, 60, 2129)","(72, 25, 70)"
"(148, 496, 1177)","(57, 50, 43)"
"(463, 407, 2063)","(62, 44, 45)"
"(87, 355, 3346)","(35, 107, 33)"
"(241, 841, 1701)","(46, 35, 76)"
"(1781, 504, 1500)","(48, 55, 47)"
"(556, 146, 2926)","(63, 32, 62)"
"(934, 392, 1719)","(33, 65, 58)"
"(837, 190, 1127)","(58, 23, 91)"
"(313, 225, 1513)","(50, 46, 54)"
"(705, 400, 877)","(52, 37, 64)"
"(312, 184, 1477)","(45, 67, 41)"
"(818, 368, 1165)","(59, 42, 50)"
"(751, 383, 249)","(37, 57, 60)"
"(946, 657, 2594)","(55, 49, 46)"
"(1715, 409, 1468)","(67, 38, 48)"
"(1177, 494, 1079)","(50, 62, 40)"
"(1448, 456, 1500)","(23, 73, 74)"
"(504, 391, 1313)","(39, 55, 58)"
"(1977, 381, 3128)","(73, 32, 53)"
"(1688, 252, 1457)","(36, 59, 58)"
"(874, 640, 1523)","(63, 42, 46)"
"(1485, 380, 1644)","(47, 47, 56)"
"(1307, 767, 1111)","(67, 42, 44)"
"(1155, 507, 1050)","(54, 32, 72)"
"(1651, 282, 1401)","(76, 35, 46)"
"(1077, 600, 1293)","(48, 65, 39)"
"(2218, 679, 2926)","(47, 49, 54)"
"(1651, 282, 1401)","(76, 35, 46)"
"(1170, 630, 1881)","(50, 53, 46)"
"(1062, 306, 1389)","(64, 76, 25)"
"(1031, 324, 1763)","(76, 27, 61)"
"(1015, 576, 1107)","(71, 59, 30)"
"(1267, 281, 289)","(68, 30, 60)"
"(1089, 190, 1490)","(49, 55, 45)"
"(1016, 245, 937)","(34, 60, 61)"
"(1450, 540, 1606)","(41, 60, 51)"
"(515, 67, 1020)","(91, 34, 40)"
"(991, 729, 1966)","(64, 47, 41)"
"(2002, 775, 274)","(39, 59, 54)"
"(1014, 522, 2242)","(62, 49, 41)"
"(628, 419, 1570)","(54, 58, 40)"
"(745, 393, 1800)","(59, 37, 56)"
"(556, 411, 2264)","(53, 43, 55)"
"(991, 324, 1354)","(28, 62, 70)"
"(1143, 283, 778)","(41, 54, 55)"
"(1161, 429, 1870)","(60, 38, 54)"
"(1378, 761, 1446)","(33, 31, 122)"
"(1724, 377, 170)","(34, 56, 66)"
"(541, 417, 1541)","(65, 33, 57)"
"(1087, 599, 1300)","(41, 71, 43)"
"(1466, 411, 1665)","(55, 85, 26)"
"(650, 415, 2340)","(55, 74, 31)"
"(313, 225, 1513)","(50, 46, 54)"
"(1491, 519, 1608)","(71, 54, 33)"
"(1612, 856, 3328)","(47, 40, 67)"
"(1423, 285, 1738)","(32, 71, 55)"
"(1083, 372, 2036)","(50, 67, 37)"
"(1856, 336, 2201)","(45, 51, 54)"
"(971, 668, 153)","(69, 29, 62)"
"(97, 491, 2754)","(42, 73, 41)"
"(1297, 557, 245)","(74, 38, 44)"
"(991, 213, 1476)","(64, 37, 52)"
"(1684, 38, 677)","(38, 61, 54)"
"(985, 668, 151)","(51, 32, 74)"
"(760, 371, 233)","(33, 60, 63)"
"(1719, 547, 744)","(64, 46, 42)"
"(1067, 13, 3036)","(36, 78, 44)"
"(893, 346, 1608)","(61, 35, 57)"
"(3, 29, 989)","(73, 39, 44)"
"(1143, 247, 1682)","(63, 54, 37)"
"(1134, 381, 2166)","(58, 30, 70)"
"(827, 435, 2267)","(30, 68, 61)"
"(1164, 421, 1879)","(48, 62, 42)"
"(2447, 386, 3109)","(84, 29, 51)"
"(2413, 271, 1584)","(34, 62, 59)"
"(1279, 787, 1112)","(91, 38, 36)"
"(539, 59, 981)","(36, 49, 70)"
"(1153, 362, 2020)","(58, 41, 52)"
"(1476, 425, 822)","(32, 60, 64)"
"(500, 391, 1324)","(33, 78, 48)"
"(1742, 362, 212)","(54, 63, 37)"
"(1634, 576, 1971)","(47, 51, 52)"
"(1415, 606, 987)","(35, 56, 63)"
"(2385, 202, 1567)","(55, 60, 37)"
"(839, 300, 1602)","(52, 58, 41)"
"(717, 0, 2517)","(53, 64, 36)"
"(1657, 576, 1092)","(50, 59, 42)"
"(1385, 404, 1385)","(78, 37, 42)"
"(620, 530, 2331)","(25, 79, 62)"
"(1607, 352, 2637)","(29, 63, 68)"
"(45, 247, 952)","(87, 40, 35)"
"(1282, 232, 622)","(53, 51, 46)"
"(1282, 595, 3041)","(39, 57, 56)"
"(1486, 367, 1670)","(46, 78, 35)"
"(721, 383, 859)","(69, 28, 63)"
"(1445, 455, 1669)","(69, 51, 35)"
"(597, 530, 2355)","(75, 58, 28)"
"(1418, 492, 2888)","(40, 93, 33)"
"(954, 393, 1365)","(52, 48, 50)"
"(563, 264, 1707)","(80, 37, 41)"
"(233, 627, 517)","(49, 26, 96)"
"(1728, 326, 757)","(43, 44, 66)"
"(754, 514, 2395)","(53, 26, 88)"
"(213, 412, 1048)","(51, 45, 54)"
"(1873, 354, 2191)","(64, 39, 49)"
"(1445, 357, 1693)","(75, 46, 36)"
"(835, 434, 2157)","(43, 46, 63)"
"(1612, 856, 3328)","(47, 40, 67)"
"(2296, 354, 1124)","(49, 62, 41)"
"(1019, 260, 1248)","(30, 95, 43)"
"(949, 541, 441)","(62, 28, 72)"
"(1175, 792, 1357)","(80, 43, 36)"
"(253, 477, 2142)","(70, 43, 41)"
"(1051, 635, 1311)","(34, 45, 82)"
"(1179, 365, 2143)","(50, 56, 44)"
"(1328, 327, 1040)","(58, 32, 66)"
"(316, 232, 1513)","(30, 71, 58)"
"(1146, 90, 305)","(32, 85, 46)"
"(629, 553, 2306)","(45, 59, 47)"
"(1181, 376, 2132)","(44, 35, 81)"
"(946, 319, 1148)","(54, 58, 39)"
"(1747, 378, 201)","(50, 57, 43)"
"(1558, 294, 1605)","(48, 52, 50)"
"(1634, 576, 1971)","(47, 51, 52)"
"(37, 270, 1803)","(48, 44, 58)"
"(1946, 57, 1799)","(59, 46, 46)"
"(817, 371, 1179)","(60, 29, 71)"
"(869, 599, 1421)","(50, 37, 67)"
"(712, 678, 771)","(74, 37, 45)"
"(1473, 436, 1039)","(87, 45, 32)"
"(390, 471, 322)","(45, 70, 40)"
"(1379, 368, 1340)","(29, 66, 64)"
"(1131, 234, 1651)","(51, 64, 38)"
"(1202, 609, 2057)","(45, 64, 42)"
"(289, 236, 1494)","(68, 52, 35)"
"(1079, 378, 147)","(41, 75, 41)"
"(1523, 802, 1051)","(36, 62, 55)"
"(189, 367, 3245)","(24, 62, 84)"
"(2302, 409, 309)","(39, 90, 35)"
"(1972, 667, 1362)","(43, 54, 53)"
"(343, 216, 1236)","(29, 69, 61)"
"(1169, 453, 1880)","(70, 56, 32)"
"(994, 729, 1976)","(96, 34, 38)"
"(680, 872, 2282)","(51, 66, 37)"
"(1433, 853, 2326)","(66, 45, 42)"
"(581, 420, 2377)","(48, 76, 34)"
"(23, 381, 1620)","(53, 43, 54)"
"(1061, 214, 1491)","(53, 39, 60)"
"(1740, 318, 13)","(72, 28, 61)"
"(1544, 349, 1861)","(55, 34, 66)"
"(1210, 352, 2723)","(88, 31, 45)"
"(1781, 467, 1424)","(31, 61, 65)"
"(963, 852, 257)","(32, 56, 69)"
"(996, 219, 1508)","(63, 38, 51)"
"(305, 423, 2561)","(30, 61, 68)"
"(785, 496, 2389)","(50, 52, 48)"
"(1258, 91, 99)","(55, 39, 58)"
"(1120, 636, 1108)","(50, 32, 77)"
"(312, 232, 1501)","(60, 33, 62)"
"(827, 465, 2238)","(58, 34, 62)"
"(31, 331, 1362)","(59, 35, 60)"
"(572, 390, 2049)","(39, 59, 53)"
"(1450, 328, 1755)","(56, 62, 36)"
"(881, 598, 1423)","(58, 72, 29)"
"(705, 400, 877)","(52, 37, 64)"
"(805, 314, 1648)","(48, 39, 66)"
"(1459, 356, 1717)","(50, 74, 33)"
"(530, 443, 1580)","(75, 45, 37)"
"(1557, 543, 2238)","(50, 34, 72)"
"(1030, 15, 1818)","(68, 38, 47)"
"(870, 133, 597)","(83, 24, 62)"
"(664, 285, 1196)","(28, 79, 55)"
"(909, 642, 532)","(60, 34, 61)"
"(985, 668, 151)","(51, 32, 74)"
"(249, 270, 1577)","(33, 82, 46)"
"(588, 403, 1505)","(29, 70, 61)"
"(249, 391, 358)","(60, 25, 81)"
"(13, 318, 1350)","(41, 74, 41)"
"(2127, 449, 1630)","(42, 42, 70)"
"(2020, 792, 235)","(68, 36, 50)"
"(609, 86, 3321)","(57, 48, 45)"
"(759, 387, 1765)","(41, 49, 61)"
"(783, 364, 202)","(55, 43, 52)"
"(1164, 517, 1057)","(63, 29, 68)"
"(2447, 251, 1605)","(88, 39, 36)"
"(938, 401, 1388)","(100, 48, 26)"
"(851, 674, 114)","(28, 71, 59)"
"(1347, 397, 2429)","(76, 54, 30)"
"(1068, 206, 1954)","(57, 67, 32)"
"(232, 826, 1746)","(65, 64, 30)"
"(552, 395, 2249)","(69, 60, 30)"
"(619, 505, 2528)","(76, 41, 40)"
"(1022, 242, 969)","(58, 37, 58)"
"(685, 281, 2203)","(44, 71, 40)"
"(2488, 600, 1388)","(35, 65, 54)"
"(528, 413, 2230)","(48, 48, 53)"
"(1241, 489, 703)","(46, 82, 33)"
"(752, 456, 851)","(48, 45, 57)"
"(998, 357, 2806)","(39, 31, 102)"
"(556, 401, 1516)","(55, 52, 43)"
"(1396, 341, 1376)","(59, 55, 38)"
"(1175, 792, 1357)","(80, 43, 36)"
"(1645, 626, 1100)","(72, 44, 38)"
"(817, 371, 1179)","(60, 29, 71)"
"(1120, 636, 1108)","(50, 32, 77)"
"(834, 331, 668)","(67, 24, 76)"
"(1654, 232, 1450)","(47, 67, 39)"
"(1574, 399, 1573)","(41, 50, 61)"
"(876, 340, 1136)","(62, 54, 37)"
"(2144, 887, 3135)","(41, 49, 62)"
"(1356, 383, 1371)","(33, 71, 53)"
"(1017, 322, 2017)","(25, 67, 73)"
"(1158, 396, 1975)","(47, 51, 51)"
"(837, 190, 1127)","(58, 23, 91)"
"(1671, 650, 1638)","(70, 24, 71)"
"(1071, 317, 2012)","(55, 38, 59)"
"(1459, 356, 1717)","(50, 74, 33)"
"(598, 679, 646)","(38, 39, 83)"
"(1230, 328, 1716)","(66, 33, 57)"
"(27, 335, 1370)","(63, 47, 41)"
"(1143, 247, 1682)","(63, 54, 37)"
"(1336, 497, 1391)","(38, 52, 62)"
"(82, 603, 615)","(44, 38, 75)"
"(1436, 480, 2857)","(40, 47, 65)"
"(1572, 335, 1922)","(62, 47, 42)"
"(1570, 471, 1691)","(58, 37, 57)"
"(1483, 423, 1676)","(50, 34, 73)"
"(1452, 490, 1505)","(62, 45, 45)"
"(1781, 504, 1500)","(48, 55, 47)"
"(632, 785, 2120)","(67, 45, 41)"
"(1347, 397, 2429)","(76, 54, 30)"
"(1015, 258, 936)","(60, 40, 52)"
"(0, 316, 1366)","(62, 69, 28)"
"(1483, 332, 815)","(35, 81, 43)"
"(1562, 372, 2653)","(76, 78, 21)"
"(836, 724, 151)","(67, 48, 39)"
"(1639, 220, 1418)","(32, 80, 48)"
"(2393, 213, 1565)","(60, 59, 35)"
"(38, 344, 1611)","(30, 85, 48)"
"(1234, 216, 2031)","(46, 56, 48)"
"(476, 387, 2083)","(62, 33, 60)"
"(1962, 61, 1803)","(32, 56, 69)"
"(1352, 871, 600)","(54, 78, 29)"
"(967, 326, 1263)","(41, 80, 37)"
"(1391, 755, 430)","(58, 60, 35)"
"(587, 436, 2306)","(52, 53, 45)"
"(1084, 331, 976)","(58, 55, 39)"
"(691, 457, 79)","(43, 50, 57)"
"(783, 368, 2062)","(59, 31, 67)"
"(474, 443, 1556)","(96, 29, 45)"
"(1202, 609, 2057)","(45, 64, 42)"
"(1294, 86, 1251)","(56, 83, 26)"
"(1141, 598, 1837)","(35, 60, 59)"
"(1751, 577, 748)","(47, 44, 60)"
"(1617, 177, 1421)","(88, 57, 24)"
"(858, 525, 1142)","(97, 42, 30)"
"(1886, 33, 1310)","(25, 54, 90)"
"(1343, 87, 1418)","(62, 53, 37)"
"(938, 312, 1639)","(47, 59, 45)"
"(1068, 611, 1331)","(41, 36, 84)"
"(871, 445, 954)","(74, 58, 29)"
"(1349, 5, 2112)","(47, 45, 58)"
"(1546, 406, 1630)","(66, 63, 30)"
"(962, 28, 2429)","(46, 45, 60)"
"(1088, 74, 3028)","(59, 24, 87)"
"(1591, 370, 2700)","(61, 46, 44)"
"(800, 707, 137)","(90, 50, 27)"
"(167, 767, 2280)","(28, 60, 73)"
"(636, 537, 2336)","(42, 55, 54)"
"(1845, 76, 1337)","(49, 44, 58)"
"(522, 16, 1201)","(72, 43, 40)"
"(1089, 116, 312)","(70, 46, 38)"
"(1240, 483, 713)","(44, 78, 36)"
"(1211, 598, 3015)","(54, 41, 55)"
"(1861, 264, 2678)","(56, 79, 28)"
"(1490, 269, 1251)","(46, 85, 32)"
"(1061, 192, 804)","(59, 59, 35)"
"(1838, 331, 1268)","(61, 45, 44)"
"(1091, 114, 307)","(87, 34, 42)"
"(1106, 117, 326)","(58, 42, 50)"
"(1058, 196, 1467)","(43, 63, 45)"
"(1080, 773, 814)","(76, 42, 38)"
"(1670, 615, 1678)","(48, 35, 73)"
"(313, 225, 1513)","(50, 46, 54)"
"(1861, 264, 2678)","(56, 79, 28)"
"(1532, 523, 1592)","(32, 57, 69)"
"(171, 513, 1184)","(47, 97, 27)"
"(1172, 228, 1660)","(54, 43, 53)"
"(1809, 115, 1169)","(52, 56, 42)"
"(498, 403, 2118)","(42, 67, 44)"
"(350, 129, 1595)","(44, 86, 32)"
"(1164, 647, 1652)","(37, 42, 79)"
"(1075, 656, 1359)","(53, 58, 40)"
"(1051, 335, 964)","(45, 47, 58)"
"(1169, 805, 799)","(42, 41, 72)"
"(1131, 84, 3056)","(64, 29, 67)"
"(41, 838, 1403)","(51, 32, 75)"
"(206, 61, 2160)","(88, 33, 43)"
"(458, 638, 1303)","(47, 78, 34)"
"(1410, 581, 1024)","(44, 89, 31)"
"(1392, 339, 1074)","(78, 63, 25)"
"(2487, 249, 1577)","(37, 61, 56)"
"(1643, 281, 1415)","(72, 35, 49)"
"(1040, 634, 1297)","(39, 91, 35)"
"(38, 344, 1611)","(30, 85, 48)"
"(2263, 325, 334)","(45, 47, 58)"
"(921, 623, 1441)","(31, 73, 55)"
"(499, 455, 2162)","(86, 33, 44)"
"(840, 350, 1207)","(40, 82, 38)"
"(616, 597, 1536)","(32, 56, 69)"
"(246, 216, 68)","(61, 33, 62)"
"(896, 321, 1135)","(60, 59, 35)"
"(1280, 728, 2530)","(40, 46, 68)"
"(2296, 354, 1124)","(49, 62, 41)"
"(163, 182, 2439)","(113, 34, 32)"
"(1337, 86, 1360)","(50, 67, 37)"
"(780, 552, 2402)","(42, 47, 62)"
"(705, 261, 1802)","(54, 60, 38)"
"(2022, 2, 3088)","(47, 59, 45)"
"(1158, 889, 1377)","(65, 51, 37)"
"(1202, 588, 2049)","(67, 37, 50)"
"(441, 258, 1363)","(58, 36, 60)"
"(918, 291, 1648)","(55, 43, 51)"
"(1429, 620, 1073)","(51, 76, 32)"
"(655, 274, 1732)","(27, 66, 69)"
"(1368, 11, 451)","(47, 56, 47)"
"(547, 397, 2246)","(56, 30, 73)"
"(515, 172, 1695)","(71, 29, 60)"
"(764, 497, 2452)","(62, 66, 30)"
"(616, 597, 1536)","(32, 56, 69)"
"(822, 338, 1168)","(84, 42, 35)"
"(1044, 571, 1414)","(44, 57, 49)"
"(1521, 392, 1641)","(65, 25, 76)"
"(417, 615, 1301)","(51, 41, 58)"
"(2198, 268, 1677)","(53, 48, 49)"
"(385, 248, 371)","(39, 54, 59)"
"(1563, 443, 1579)","(32, 76, 50)"
"(1412, 466, 1507)","(60, 37, 56)"
"(1207, 350, 2700)","(61, 32, 64)"
"(333, 839, 781)","(63, 72, 27)"
"(1973, 444, 1006)","(58, 39, 55)"
"(1028, 380, 2035)","(62, 39, 52)"
"(1623, 373, 716)","(64, 28, 68)"
"(1964, 187, 275)","(69, 44, 41)"
"(1088, 49, 1114)","(35, 89, 40)"
"(1515, 319, 1223)","(53, 57, 41)"
"(1816, 89, 1165)","(59, 59, 36)"
"(579, 388, 36)","(45, 63, 44)"
"(1762, 491, 1567)","(58, 41, 53)"
"(1298, 411, 689)","(51, 58, 41)"
"(224, 60, 2129)","(72, 25, 70)"
"(934, 621, 1490)","(44, 68, 41)"
"(1814, 35, 3074)","(47, 27, 98)"
"(1722, 293, 20)","(27, 73, 63)"
"(87, 355, 3346)","(35, 107, 33)"
"(420, 468, 372)","(49, 42, 60)"
"(2227, 197, 2268)","(56, 47, 48)"
"(1453, 580, 1617)","(56, 51, 44)"
"(943, 219, 300)","(58, 33, 64)"
"(717, 0, 2517)","(53, 64, 36)"
"(10, 252, 1385)","(42, 55, 53)"
"(1028, 368, 2056)","(58, 59, 36)"
"(2370, 623, 2938)","(88, 38, 37)"
"(1165, 368, 2006)","(34, 78, 46)"
"(1484, 347, 1638)","(36, 61, 57)"
"(1239, 318, 1720)","(52, 56, 42)"
"(624, 499, 1582)","(87, 23, 61)"
"(994, 729, 1976)","(96, 34, 38)"
"(1149, 592, 1835)","(25, 60, 81)"
"(1143, 247, 1682)","(63, 54, 37)"
"(780, 370, 203)","(55, 36, 63)"
"(745, 393, 1800)","(59, 37, 56)"
"(321, 224, 1485)","(56, 69, 32)"
"(842, 335, 1717)","(46, 57, 47)"
"(1047, 200, 1507)","(72, 52, 33)"
"(667, 293, 1183)","(45, 56, 49)"
"(1141, 91, 1067)","(47, 45, 58)"
"(837, 418, 2260)","(35, 94, 38)"
"(1886, 33, 1310)","(25, 54, 90)"
"(1087, 211, 1477)","(29, 78, 55)"
"(1050, 350, 3139)","(77, 66, 24)"
"(537, 447, 1540)","(43, 44, 65)"
"(1594, 349, 2672)","(35, 45, 80)"
"(2085, 446, 238)","(42, 63, 47)"
"(2082, 460, 247)","(56, 92, 24)"
"(1013, 230, 1212)","(60, 33, 63)"
"(2067, 449, 247)","(55, 60, 37)"
"(1438, 855, 2328)","(37, 83, 40)"
"(2417, 574, 1401)","(80, 53, 29)"
"(474, 443, 1556)","(96, 29, 45)"
"(1485, 380, 1644)","(47, 47, 56)"
"(1110, 396, 20)","(46, 66, 41)"
"(759, 387, 1765)","(41, 49, 61)"
"(1809, 115, 1169)","(52, 56, 42)"
"(870, 206, 1117)","(60, 58, 35)"
"(539, 399, 1260)","(72, 44, 39)"
"(1410, 581, 1024)","(44, 89, 31)"
"(916, 100, 703)","(48, 45, 57)"
"(1051, 635, 1311)","(34, 45, 82)"
"(847, 373, 1712)","(48, 41, 63)"
"(1464, 671, 1020)","(26, 57, 84)"
"(1388, 363, 1348)","(33, 64, 60)"
"(1348, 477, 1443)","(42, 43, 69)"
"(1666, 350, 748)","(53, 66, 35)"
"(2321, 916, 2952)","(61, 26, 79)"
"(791, 840, 2031)","(50, 55, 44)"
"(892, 383, 1187)","(55, 38, 60)"
"(1550, 396, 1372)","(45, 83, 33)"
"(196, 463, 1068)","(42, 42, 71)"
"(955, 339, 1299)","(42, 99, 30)"
"(1418, 492, 2888)","(40, 93, 33)"
"(1972, 363, 3142)","(64, 65, 30)"
"(1720, 264, 1429)","(27, 59, 76)"
"(779, 94, 2235)","(34, 62, 59)"
"(2008, 761, 3415)","(68, 65, 28)"
"(1151, 810, 2421)","(46, 49, 54)"
"(748, 707, 3375)","(55, 65, 34)"
"(1560, 243, 1507)","(67, 22, 82)"
"(627, 470, 1593)","(68, 46, 40)"
"(805, 314, 1648)","(48, 39, 66)"
"(1015, 258, 936)","(60, 40, 52)"
"(1022, 242, 969)","(58, 37, 58)"
"(11, 336, 1342)","(47, 39, 67)"
"(2321, 916, 2952)","(61, 26, 79)"
"(822, 296, 1654)","(52, 50, 47)"
"(1295, 794, 2261)","(61, 31, 65)"
"(978, 345, 1414)","(39, 44, 73)"
"(1007, 508, 2242)","(51, 53, 45)"
"(134, 498, 2174)","(62, 68, 29)"
"(615, 230, 707)","(41, 67, 45)"
"(125, 481, 1141)","(45, 68, 40)"
"(926, 513, 514)","(58, 40, 54)"
"(1867, 322, 2622)","(60, 39, 53)"
"(1639, 220, 1418)","(32, 80, 48)"
"(249, 391, 358)","(60, 25, 81)"
"(946, 297, 1256)","(32, 60, 63)"
"(780, 370, 203)","(55, 36, 63)"
"(244, 528, 2101)","(67, 49, 37)"
"(1486, 406, 1701)","(71, 41, 43)"
"(1931, 605, 770)","(64, 37, 52)"
"(910, 623, 487)","(38, 60, 54)"
"(1256, 306, 1715)","(37, 84, 40)"
"(1071, 337, 982)","(89, 39, 35)"
"(1220, 320, 2698)","(45, 51, 54)"
"(582, 56, 1516)","(58, 40, 54)"
"(570, 456, 1554)","(32, 52, 73)"
"(1649, 648, 1964)","(52, 60, 39)"
"(726, 713, 3371)","(70, 29, 60)"
"(542, 18, 1161)","(39, 39, 81)"
"(551, 6, 1525)","(57, 41, 52)"
"(839, 300, 1602)","(52, 58, 41)"
"(230, 173, 485)","(39, 54, 59)"
"(686, 280, 391)","(66, 42, 44)"
"(1552, 502, 1675)","(50, 60, 41)"
"(856, 198, 1168)","(41, 79, 38)"
"(1558, 394, 1648)","(87, 41, 35)"
"(1035, 469, 2865)","(67, 56, 33)"
"(1747, 471, 1254)","(67, 31, 60)"
"(1977, 381, 3128)","(73, 32, 53)"
"(1125, 579, 1419)","(57, 61, 36)"
"(893, 129, 909)","(53, 45, 52)"
"(217, 326, 2751)","(41, 34, 87)"
"(671, 338, 2155)","(43, 46, 63)"
"(1356, 383, 1371)","(33, 71, 53)"
"(494, 359, 1310)","(28, 72, 61)"
"(581, 435, 2272)","(31, 52, 78)"
"(1607, 764, 1604)","(66, 60, 31)"
"(1062, 411, 1887)","(38, 39, 84)"
"(99, 110, 1414)","(35, 30, 116)"
"(1087, 211, 1477)","(29, 78, 55)"
"(536, 84, 2044)","(68, 35, 52)"
"(550, 153, 1582)","(56, 39, 58)"
"(1014, 522, 2242)","(62, 49, 41)"
"(784, 528, 2430)","(82, 42, 36)"
"(1287, 801, 1084)","(52, 34, 69)"
"(705, 261, 1802)","(54, 60, 38)"
"(1445, 399, 1659)","(49, 32, 79)"
"(1338, 0, 1699)","(62, 27, 73)"
"(1079, 207, 1947)","(38, 65, 50)"
"(1131, 234, 1651)","(51, 64, 38)"
"(1719, 2, 2835)","(61, 27, 76)"
"(1816, 89, 1165)","(59, 59, 36)"
"(1693, 480, 980)","(46, 68, 40)"
"(1281, 790, 1091)","(67, 31, 59)"
"(1483, 460, 1053)","(54, 35, 65)"
"(815, 341, 1151)","(50, 40, 61)"
"(785, 496, 2389)","(50, 52, 48)"
"(870, 206, 1117)","(60, 58, 35)"
"(714, 39, 2512)","(61, 34, 59)"
"(544, 544, 461)","(53, 60, 39)"
"(1080, 61, 1094)","(62, 49, 41)"
"(1808, 431, 1049)","(53, 58, 40)"
"(874, 640, 1523)","(63, 42, 46)"
"(1419, 296, 1730)","(56, 43, 51)"
"(515, 172, 1695)","(71, 29, 60)"
"(839, 300, 1602)","(52, 58, 41)"
"(1039, 429, 2043)","(36, 49, 72)"
"(1237, 455, 1878)","(51, 56, 43)"
"(874, 640, 1523)","(63, 42, 46)"
"(315, 203, 1469)","(38, 52, 62)"
"(930, 638, 1496)","(68, 26, 69)"
"(1574, 459, 1601)","(52, 29, 81)"
"(231, 62, 1154)","(37, 63, 54)"
"(1984, 665, 2122)","(62, 55, 36)"
"(948, 43, 1138)","(57, 43, 51)"
"(1376, 118, 325)","(54, 38, 60)"
"(296, 445, 2537)","(83, 50, 30)"
"(83, 466, 13)","(35, 45, 79)"
"(829, 419, 2200)","(27, 79, 57)"
"(246, 216, 68)","(61, 33, 62)"
"(1454, 210, 1253)","(58, 40, 54)"
"(1517, 405, 1682)","(51, 34, 71)"
"(1030, 15, 1818)","(68, 38, 47)"
"(353, 289, 3332)","(58, 56, 38)"
"(952, 351, 1258)","(34, 53, 69)"
"(1, 312, 1348)","(34, 76, 47)"
"(1089, 190, 1490)","(49, 55, 45)"
"(1559, 166, 2217)","(49, 59, 43)"
"(228, 512, 3162)","(49, 55, 46)"
"(1745, 95, 1006)","(45, 79, 33)"
"(1428, 309, 1693)","(57, 85, 26)"
"(1042, 251, 957)","(45, 77, 35)"
"(1034, 107, 1089)","(30, 63, 66)"
"(1716, 438, 1487)","(64, 61, 31)"
"(971, 668, 153)","(69, 29, 62)"
"(1080, 773, 814)","(76, 42, 38)"
"(1462, 554, 1592)","(33, 52, 72)"
"(596, 227, 716)","(39, 61, 52)"
"(1230, 198, 1566)","(70, 25, 72)"
"(1014, 522, 2242)","(62, 49, 41)"
"(1030, 397, 2052)","(38, 56, 58)"
"(1131, 234, 1651)","(51, 64, 38)"
"(1398, 460, 2103)","(40, 52, 59)"
"(1517, 405, 1682)","(51, 34, 71)"
"(491, 354, 1299)","(38, 60, 55)"
"(1047, 648, 1272)","(57, 61, 35)"
"(1025, 31, 1816)","(27, 60, 76)"
"(1164, 647, 1652)","(37, 42, 79)"
"(1437, 477, 1524)","(51, 43, 57)"
"(883, 417, 2173)","(26, 69, 68)"
"(1125, 230, 1370)","(44, 53, 52)"
"(1352, 374, 1352)","(63, 65, 30)"
"(351, 57, 2468)","(39, 37, 87)"
"(1284, 195, 162)","(35, 61, 59)"
"(1691, 255, 1418)","(47, 43, 62)"
"(1316, 109, 1188)","(22, 76, 75)"
"(629, 262, 1716)","(61, 32, 64)"
"(572, 407, 2225)","(45, 42, 66)"
"(281, 738, 1329)","(30, 87, 47)"
"(247, 369, 1352)","(61, 62, 33)"
"(618, 42, 1504)","(56, 43, 51)"
"(333, 839, 781)","(63, 72, 27)"
"(1176, 495, 914)","(75, 48, 35)"
"(1474, 438, 1706)","(34, 66, 55)"
"(1725, 465, 1555)","(34, 66, 56)"
"(860, 444, 952)","(40, 58, 53)"
"(1311, 441, 2415)","(63, 63, 31)"
"(654, 453, 2471)","(58, 39, 55)"
"(508, 422, 1525)","(88, 38, 37)"
"(839, 300, 1602)","(52, 58, 41)"
"(780, 370, 203)","(55, 36, 63)"
"(1235, 136, 1589)","(65, 52, 37)"
"(1433, 454, 1505)","(69, 58, 31)"
"(364, 578, 1275)","(77, 61, 26)"
"(267, 706, 1202)","(73, 57, 30)"
"(1082, 58, 1089)","(64, 34, 56)"
"(1422, 344, 1720)","(61, 29, 71)"
"(921, 623, 1441)","(31, 73, 55)"
"(565, 277, 892)","(30, 69, 59)"
"(743, 423, 296)","(37, 67, 50)"
"(1148, 382, 2029)","(44, 56, 50)"
"(1103, 298, 1758)","(51, 54, 45)"
"(988, 626, 1335)","(61, 54, 37)"
"(2321, 916, 2952)","(61, 26, 79)"
"(1508, 495, 2244)","(35, 106, 33)"
"(648, 737, 3291)","(38, 32, 102)"
"(1450, 328, 1755)","(56, 62, 36)"
"(99, 110, 1414)","(35, 30, 116)"
"(494, 358, 1326)","(43, 40, 71)"
"(1876, 33, 1317)","(40, 50, 61)"
"(56, 248, 986)","(41, 54, 55)"
"(1415, 621, 1033)","(68, 60, 30)"
